,no,date,group,campaign_id,order_info,address,payment
54,B0R701F92S,2020-09-06 17:15:14,울트라콜,2200618,4셋트(탕수육+짜장+고기짬뽕+콜라),인천 미추홀구 문학동 ****,23000
53,B0R701FMAQ,2020-09-06 17:18:40,울트라콜,2200618,가 셋트(탕수육+짜장1+콜라) 외 1,인천 미추홀구 문학동 ****,20000
52,B0R701HEUN,2020-09-06 17:29:03,울트라콜,2200621,라 셋트(탕수육+삼선짬뽕1+콜라) 외 1,인천 미추홀구 주안8동 ****,28000
51,B0R701IS8G,2020-09-06 17:34:42,울트라콜,2200617,2셋트(탕수육+짜장+짬뽕+콜라),인천 남동구 구월1동 ****,20000
50,B0R701LZJT,2020-09-06 17:53:21,울트라콜,2200622,가 셋트(탕수육+짜장1+콜라) 외 1,인천 남동구 구월2동 ****,24500
49,B0R701TLFN,2020-09-06 18:33:37,울트라콜,2200625,삼선짬뽕,인천 남동구 간석1동 ****,11000
48,B0R7020JYV,2020-09-06 19:15:48,울트라콜,2200634,차돌짬뽕밥 외 1,인천 미추홀구 주안6동 ****,20000
47,B0R7022QIW,2020-09-06 19:34:00,울트라콜,2200633,삼선볶음밥 외 2,인천 남동구 구월3동 ****,33500
46,B0R7022G8Y,2020-09-06 19:34:53,울트라콜,2200617,차돌짬뽕밥,인천 남동구 구월1동 ****,12000
45,B0R70278TF,2020-09-06 20:08:48,울트라콜,2200634,2셋트(탕수육+짜장+짬뽕+콜라),인천 미추홀구 주안6동 ****,20000
44,B0R7027O7E,2020-09-06 20:11:14,울트라콜,2200628,간짜장 외 1,인천 남동구 구월1동 ****,23500
43,B0R7027R5S,2020-09-06 20:11:20,울트라콜,2200622,제육덮밥 외 1,인천 남동구 구월1동 ****,13500
42,B0R7027KKJ,2020-09-06 20:11:31,울트라콜,2200628,짜장 외 2,,55000
41,B0R8004APU,2020-09-07 10:14:25,울트라콜,2200628,바 셋트(탕수육+차돌짬뽕1+콜라),인천 남동구 구월1동 ****,20000
40,B0R8004T6K,2020-09-07 10:39:25,울트라콜,2200625,차돌짬뽕,,20000
39,B0R8004O7J,2020-09-07 10:39:57,울트라콜,2200631,차돌짬뽕,인천 남동구 간석2동 ****,10000
38,B0R80059B8,2020-09-07 10:48:34,울트라콜,2200621,2셋트(탕수육+짜장+짬뽕+콜라),인천 미추홀구 주안8동 ****,20000
37,B0R8005HKD,2020-09-07 10:53:02,울트라콜,2200622,탕수육 외 2,인천 남동구 구월1동 ****,37500
36,B0R8005FDK,2020-09-07 10:53:29,울트라콜,2200618,볶음밥,인천 미추홀구 문학동 ****,14000
